Month,Year,Plan Month,Plan Year,Total Medical Claims,Total Rx Claims,Total Paid Claims,Adjusted Total Expenses,EE Count,Member Count,Client
1,2011,1,1,4767,195529.47,200296.47,336582.47,1093,2710,Antelope Valley
2,2011,2,1,492254.8,195997.93,688252.73,824538.73,1093,2674,Antelope Valley
3,2011,3,1,449411,230158.09,679569.09,816977.09,1102,2690,Antelope Valley
4,2011,4,1,829805.58,204176.23,1033981.81,1170641.81,1096,2683,Antelope Valley
5,2011,5,1,675157.46,196067.47,871224.93,1006014.93,1081,2613,Antelope Valley
6,2011,6,1,1016212.95,199512.23,1215725.18,1349018.18,1069,2580,Antelope Valley
7,2011,7,1,717525.58,202622.25,920147.83,1051072.83,1050,2561,Antelope Valley
8,2011,8,1,679086.26,193820.87,872907.13,1004953.13,1059,2556,Antelope Valley
9,2011,9,1,860945.14,217247.94,1078193.08,1209492.08,1053,2531,Antelope Valley
10,2011,10,1,726492.18,204592.36,931084.54,1062133.54,1051,2538,Antelope Valley
11,2011,11,1,697952.49,210697.05,908649.54,1039823.54,1052,2565,Antelope Valley
12,2011,12,1,819171.31,216863.81,1005339.18,1137511.18,1060,2542,Antelope Valley
1,2012,1,2,703518.95,231496.78,935015.73,1048366.84,1060,2659,Antelope Valley
2,2012,2,2,581781.87,208656.28,760891.15,873682.55,1056,2528,Antelope Valley
3,2012,3,2,1158927,234185.5,1393112.5,1504327.37,1041,2516,Antelope Valley
4,2012,4,2,670695,203714.46,874409.46,984221.38,1028,2472,Antelope Valley
5,2012,5,2,849599,234723.65,1055334.99,1162934.01,1007,2449,Antelope Valley
6,2012,6,2,1150303,216369.73,1366672.73,1474139.18,1006,2423,Antelope Valley
7,2012,7,2,842055,203204.17,1045259.17,1151043.77,990,2410,Antelope Valley
8,2012,8,2,762643,218164.18,980807.18,1085746.95,982,2399,Antelope Valley
9,2012,9,2,648916,209345.39,858261.39,962568.15,976,2392,Antelope Valley
10,2012,10,2,727449,221739.26,949188.26,1052654.64,968,2386,Antelope Valley
11,2012,11,2,1040561.03,210328.75,1250889.78,1063489.51,960,2373,Antelope Valley
12,2012,12,2,598164.79,206263.11,804427.9,906108.64,958,2353,Antelope Valley
1,2013,1,3,734154.2,228871.26,963025.46,1062010.543,945,2354,Antelope Valley
2,2013,2,3,602018.55,171455.02,676408.05,775806.8,933,2325,Antelope Valley
3,2013,3,3,1077193.58,181383.61,1258577.19,1342256.727,933,2323,Antelope Valley
4,2013,4,3,915140.72,226009.41,1141150.13,1242940.75,938,2328,Antelope Valley
5,2013,5,3,1081463.47,213328.45,1265333.42,1367872.243,945,2336,Antelope Valley
6,2013,6,3,1108221.41,213881.35,1322102.76,1386760.413,954,2369,Antelope Valley
7,2013,7,3,763484.07,239208.18,1002692.25,1090694.923,953,2363,Antelope Valley
8,2013,8,3,854038.02,244585.67,1050208.69,1153926.57,956,2352,Antelope Valley
9,2013,9,3,735225.82,221417.68,956643.5,1059824.077,951,2344,Antelope Valley
10,2013,10,3,1341520.92,250070.46,1591591.38,1694018.47,944,2331,Antelope Valley
11,2013,11,3,729317.41,267974.6,958630.51,1061271.013,946,2333,Antelope Valley
12,2013,12,3,913501.6,278421.09,1191922.69,941157.1333,939,2321,Antelope Valley
1,2014,1,4,850364.05,262367,1112731.05,1210475.593,957,2399,Antelope Valley
2,2014,2,4,758933.66,213342,930107.41,1024857.39,959,2391,Antelope Valley
3,2014,3,4,896668.68,229839.44,1126508.12,1224146.333,958,2393,Antelope Valley
4,2014,4,4,1032392.44,301863,1334255.44,1432654.717,967,2413,Antelope Valley
5,2014,5,4,1046020.56,246623,1247571.06,1346963.047,974,2428,Antelope Valley
6,2014,6,4,1327620.25,209753,1537373.25,1606997.69,981,2451,Antelope Valley
7,2014,7,4,1055773.84,290026.08,1345799.92,1446535.507,986,2476,Antelope Valley
8,2014,8,4,986563.19,235221.81,1172862,1273933.65,990,2475,Antelope Valley
9,2014,9,4,862365.03,205473.3,1067838.33,1168836.31,988,2490,Antelope Valley
10,2014,10,4,723820.97,203066.06,926887.03,1028630.143,997,2486,Antelope Valley
11,2014,11,4,838756.97,174677.61,962590.58,1062350.187,976,2458,Antelope Valley
12,2014,12,4,1010324.34,234618.82,1244943.16,1339181.503,978,2471,Antelope Valley
1,2015,1,5,775891.54,213089.78,988981.32,1081299.48,964,2442,Antelope Valley
2,2015,2,5,937329.73,262461.94,1153489.17,1245835.52,965,2431,Antelope Valley
3,2015,3,5,830966.23,242699.49,1073665.72,1163978.08,944,2373,Antelope Valley
4,2015,4,5,1180393.61,418094.22,1598487.83,1688288.24,939,2354,Antelope Valley
5,2015,5,5,900861.92,266851.69,1124155.11,1214231.9,941,2376,Antelope Valley
6,2015,6,5,1317789.71,245878.16,1563667.87,1653596.47,940,2363,Antelope Valley
7,2015,7,5,635857.49,276829.94,912687.43,1002846.6,943,2359,Antelope Valley
8,2015,8,5,702798.51,195687.29,830585.4,694628.97,933,2345,Antelope Valley
9,2015,9,5,744733.42,216699.57,961432.99,960735.03,919,2315,Antelope Valley
10,2015,10,5,802054.81,217260.57,1019315.38,1107527.56,922,2319,Antelope Valley
11,2015,11,5,727747.06,187895.68,852840.74,941564.87,927,2338,Antelope Valley
12,2015,12,5,940889.41,234971.01,1175860.42,1262292.89,912,2299,Antelope Valley
1,2016,1,6,760212.46,210360.33,970572.79,1054033.693,918,2331,Antelope Valley
2,2016,2,6,713125.96,173869.32,837122.88,918712.6467,897,2288,Antelope Valley
3,2016,3,6,856716.24,282179.2,1138895.44,1220319.206,895,2287,Antelope Valley
4,2016,4,6,803419.37,200822.1,1004241.47,1079345.447,889,2252,Antelope Valley
5,2016,5,6,939493.5,201399.93,1089347.03,994381.41,879,2208,Antelope Valley
6,2016,6,6,1144085.69,306885.57,1450971.26,1530408.784,874,2213,Antelope Valley
7,2016,7,6,708258.45,204889.01,913147.46,985342.125,871,2190,Antelope Valley
8,2016,8,6,1526964.55,265776.18,1710104.65,1788612.468,864,2182,Antelope Valley
9,2016,9,6,674468.44,203653.73,878122.17,956549.01,864,2160,Antelope Valley
10,2016,10,6,808788.09,203961.89,1012749.98,1090198.582,853,2138,Antelope Valley
11,2016,11,6,654418.44,226999.17,802273.51,878978.8108,845,2113,Antelope Valley
12,2016,12,6,970550.33,245609.95,1216160.28,1291449.596,829,2083,Antelope Valley
1,2017,1,7,725996.15,232290.82,958286.97,1032428,844,2118,Antelope Valley
2,2017,2,7,655929.23,238976.98,813850.36,861371.2583,834,2101,Antelope Valley
3,2017,3,7,1017690.53,301216.6,1318907.13,1392204.362,834,2105,Antelope Valley
4,2017,4,7,1153258.29,248899.51,1402157.8,1475353.903,833,2098,Antelope Valley
5,2017,5,7,1072536.72,302573.32,1257577.73,1203023.093,838,2104,Antelope Valley
6,2017,6,7,845245.96,187920.25,1033166.21,1105519.54,841,2112,Antelope Valley
7,2017,7,7,605824.74,246549.24,852373.98,926577.94,845,2112,Antelope Valley
8,2017,8,7,1023216.31,245743.62,1166212.36,1230166.485,849,2127,Antelope Valley
9,2017,9,7,694906.44,219158.02,914064.46,987997.3567,842,2102,Antelope Valley
10,2017,10,7,691559.4,254719.88,946279.28,1020801.542,849,2111,Antelope Valley
11,2017,11,7,804285.11,285203.38,993564.24,1068538.253,854,2128,Antelope Valley
12,2017,12,7,733265.92,234465.71,967731.63,1042591.537,852,2144,Antelope Valley
1,2018,1,8,1403483.21,356106.45,1759589.66,1841013.214,870,2185,Antelope Valley
2,2018,2,8,1133551.95,241804.3,1271312.56,1354247.001,887,2201,Antelope Valley
3,2018,3,8,1130411.77,263481.36,1393893.13,1477631.533,896,2211,Antelope Valley
4,2018,4,8,881294.57,233465.8,1114760.37,1198599.823,897,2216,Antelope Valley
5,2018,5,8,1082934.74,317402.68,1208830.95,1292673.418,897,2217,Antelope Valley
6,2018,6,8,1155335.98,283943.16,1439279.14,1523702.368,904,2210,Antelope Valley
7,2018,7,8,764924.77,251172.03,1016096.8,1099529.036,893,2195,Antelope Valley
8,2018,8,8,1549013.52,296886.87,1845900.39,1846955.73,875,2148,Antelope Valley
9,2018,9,8,637129.7,266008.72,903138.42,983871.2725,864,2127,Antelope Valley
10,2018,10,8,982212.15,269915.43,1252127.58,1332560.294,861,2113,Antelope Valley
11,2018,11,8,1029328.55,203792.41,951229.64,1031315.42,857,2112,Antelope Valley
12,2018,12,8,1191662.66,227568.05,1419230.71,1498888.604,852,2113,Antelope Valley
1,2019,1,9,1244672.65,250635.62,1495308.27,1577666.9,849,2126,Antelope Valley
2,2019,2,9,1386076.17,269149.97,1513079.94,1595952.86,855,2117,Antelope Valley
3,2019,3,9,1485033.08,226544.49,1711577.57,1289991.9,849,2121,Antelope Valley
4,2019,4,9,1596385.82,242410.7,1838796.52,1921496.2,853,2119,Antelope Valley
5,2019,5,9,1154420.72,322731.06,1217988.51,1300302.18,849,2110,Antelope Valley
6,2019,6,9,1272603.29,270024.09,1542627.38,1301274.1,836,2076,Antelope Valley
7,2019,7,9,709554.55,253164.6,962719.15,731065.35,838,2073,Antelope Valley
8,2019,8,9,1390905.09,269272,1489693.91,1571378.7,839,2069,Antelope Valley
9,2019,9,9,1063272.86,204133.99,1267406.85,1331230.07,834,2060,Antelope Valley
10,2019,10,9,932298.73,402177.05,1334475.78,1403582.2,836,2075,Antelope Valley
11,2019,11,9,625608.46,244532.4,677665.27,758804.34,848,2070,Antelope Valley
12,2019,12,9,1203642.89,233880.78,1437523.67,1409236.02,838,2059,Antelope Valley
1,2020,1,10,925229.02,321251.94,1246480.96,1346120.05,847,2129,Antelope Valley
2,2020,2,10,711156.44,266982.27,815818.7,190348.21,851,2125,Antelope Valley
3,2020,3,10,1008233.7,271895.98,1280129.68,1312363.22,851,2122,Antelope Valley
4,2020,4,10,689645.18,311334.13,1000979.31,1103583.95,855,2122,Antelope Valley
5,2020,5,10,829547.4,238024.94,888653.32,991221.84,853,2106,Antelope Valley
6,2020,6,10,719331.1,260515.34,979846.44,1082254.46,852,2100,Antelope Valley
7,2020,7,10,543289.17,298219.31,841508.48,944991.24,861,2114,Antelope Valley
8,2020,8,10,942961.44,272206.16,1065617.63,1168977.49,860,2111,Antelope Valley
9,2020,9,10,800861.04,278264.94,1079125.98,1181551.3,852,2098,Antelope Valley
10,2020,10,10,682155.25,265948.98,948104.23,1050476.77,852,2085,Antelope Valley
11,2020,11,10,870329.22,273463.64,990229.51,1092341.01,850,2075,Antelope Valley
12,2020,12,10,1089723.19,310790.74,1400513.93,1502780.81,851,2086,Antelope Valley
1,2021,1,11,925229.02,321251.94,1246480.96,1346120.05,847,2121,Antelope Valley
2,2021,2,11,711156.44,266982.27,815818.7,190348.21,851,2103,Antelope Valley
3,2021,3,11,1008233.7,271895.98,1280129.68,1312363.22,851,2108,Antelope Valley
4,2021,4,11,689645.18,311334.13,1000979.31,1103583.95,855,2118,Antelope Valley
5,2021,5,11,829547.4,238024.94,888653.32,991221.84,853,2096,Antelope Valley
6,2021,6,11,719331.1,260515.34,979846.44,1082254.46,852,2095,Antelope Valley
7,2021,7,11,543289.17,298219.31,841508.48,944991.24,861,2079,Antelope Valley
8,2021,8,11,942961.44,272206.16,1065617.63,1168977.49,860,2045,Antelope Valley
9,2021,9,11,800861.04,278264.94,1079125.98,1181551.3,852,2014,Antelope Valley
10,2021,10,11,682155.25,265948.98,948104.23,1050476.77,852,1996,Antelope Valley
11,2021,11,11,870329.22,273463.64,990229.51,1092341.01,850,1984,Antelope Valley
12,2021,12,11,1089723.19,310790.74,1400513.93,1502780.81,851,1957,Antelope Valley
1,2022,1,12,868525.83,248852.45,1117378.28,856077.01,856,2061,Antelope Valley
2,2022,2,12,726788.23,251995.07,825632.33,954477.09,846,2033,Antelope Valley
3,2022,3,12,1498229.02,303006.25,1801235.27,1942157.42,840,2015,Antelope Valley
4,2022,4,12,1847801.64,226026.84,2073828.48,1867004.83,836,2014,Antelope Valley
5,2022,5,12,748945.97,207697.29,629340.71,767448.64,823,1983,Antelope Valley
1,2014,1,1,0,41430.82,41430.82,283715.6989,723,1281,Avanti/Pipeline
2,2014,2,1,21987.93,64668.9,86656.83,326881.6289,727,1281,Avanti/Pipeline
3,2014,3,1,426844.7,86555.3,513400,757357.7922,733,1300,Avanti/Pipeline
4,2014,4,1,223838.63,53129.07,276967.7,437158.488,744,1325,Avanti/Pipeline
5,2014,5,1,317357.49,63185.73,380543.22,493483.7,634,1322,Avanti/Pipeline
6,2014,6,1,335695.81,53552.98,389248.79,567029.3,733,1278,Avanti/Pipeline
7,2014,7,1,320207.17,69167.84,389375.01,506735.68,729,1295,Avanti/Pipeline
8,2014,8,1,150630.05,44008.32,194638.37,311118.28,708,1287,Avanti/Pipeline
9,2014,9,1,382520.74,97362.67,479883.41,568860.92,697,1285,Avanti/Pipeline
10,2014,10,1,329332.06,59653.71,388985.77,475869.21,691,1264,Avanti/Pipeline
11,2014,11,1,201260.36,66562.94,267823.3,354284.67,682,1246,Avanti/Pipeline
12,2014,12,1,355119.14,48480.82,403599.96,487436.81,672,1246,Avanti/Pipeline
1,2015,1,2,164572.11,74850.1,239422.21,332864.46,779,1221,Avanti/Pipeline
2,2015,2,2,265668.51,68759.43,334427.94,424091.99,700,1400,Avanti/Pipeline
3,2015,3,2,338929.53,106681.8,445611.33,504223.0839,684,1261,Avanti/Pipeline
4,2015,4,2,326766.23,67249.97,394016.2,482144.47,689,1239,Avanti/Pipeline
5,2015,5,2,286327.6,49377.27,335704.87,425508.23,705,1259,Avanti/Pipeline
6,2015,6,2,329218.9,79332.9,408551.8,511249.8145,685,1268,Avanti/Pipeline
7,2015,7,2,219138.26,92892.97,312031.23,399131.18,675,1237,Avanti/Pipeline
8,2015,8,2,328477.92,76064.4,404542.32,493612.48,698,1227,Avanti/Pipeline
9,2015,9,2,180430.39,69331.08,249761.47,325459.4316,683,1224,Avanti/Pipeline
10,2015,10,2,329653.38,75661.04,405314.42,494746.65,706,1239,Avanti/Pipeline
11,2015,11,2,327963.76,67003.8,394967.56,483899.91,697,1244,Avanti/Pipeline
12,2015,12,2,311287.67,65718.73,377006.4,480432.26,680,1252,Avanti/Pipeline
1,2016,1,3,139307.34,89129.71,228437.05,320638.72,737,1228,Avanti/Pipeline
2,2016,2,3,305129.97,104631.46,409761.43,505378.46,773,1392,Avanti/Pipeline
3,2016,3,3,327943.1,87115.02,415058.12,527683.58,743,1339,Avanti/Pipeline
4,2016,4,3,400582.06,97316.05,497898.11,592360.67,749,1324,Avanti/Pipeline
5,2016,5,3,426136.33,60137.03,486273.36,582384.88,779,1348,Avanti/Pipeline
6,2016,6,3,470162.98,108847.57,579010.55,745712.92,785,1373,Avanti/Pipeline
7,2016,7,3,237534.85,103556.66,341091.51,439111.95,779,1395,Avanti/Pipeline
8,2016,8,3,194143.96,96077.51,290221.47,388645.34,786,1399,Avanti/Pipeline
9,2016,9,3,374291.1,111637.02,485928.12,609059.13,774,1376,Avanti/Pipeline
10,2016,10,3,295329.01,83581.57,378910.58,476674.63,784,1376,Avanti/Pipeline
11,2016,11,3,294067.53,38162.24,332229.77,429635.69,777,1373,Avanti/Pipeline
12,2016,12,3,232170.06,66648.6,298818.66,403456.22,784,1375,Avanti/Pipeline
1,2017,1,4,236897.41,139696.18,376593.59,476338.73,822,1363,Avanti/Pipeline
2,2017,2,4,321580.95,62690.64,384271.59,486480.93,836,1532,Avanti/Pipeline
3,2017,3,4,415877.67,103881.7,519759.37,701932.94,849,1487,Avanti/Pipeline
4,2017,4,4,316548.55,90509.04,407057.59,509795.09,850,1490,Avanti/Pipeline
5,2017,5,4,676138.77,34948.74,711087.51,811406.15,814,1489,Avanti/Pipeline
6,2017,6,4,445252.69,92059.16,537311.85,700289.83,835,1468,Avanti/Pipeline
7,2017,7,4,441596.86,141733.96,583330.82,684087.76,827,1476,Avanti/Pipeline
8,2017,8,4,479448.7,72873.09,552321.79,655104.53,849,1491,Avanti/Pipeline
9,2017,9,4,482981.21,83365.94,566347.15,723633.52,826,1481,Avanti/Pipeline
10,2017,10,4,614447.36,107793.12,722240.48,825549.96,853,1499,Avanti/Pipeline
11,2017,11,4,407658.64,37838.12,445496.76,547185.46,832,1472,Avanti/Pipeline
12,2017,12,4,303549.49,103787.5,407336.99,497686.82,836,1474,Avanti/Pipeline
1,2018,1,5,554261.11,145492.57,699753.68,811564.97,851,1483,Avanti/Pipeline
2,2018,2,5,417306.71,26019.71,443326.42,553178.02,840,1632,Avanti/Pipeline
3,2018,3,5,739301.34,116080.3,855381.64,1210378.7,828,1529,Avanti/Pipeline
4,2018,4,5,251196.44,99551.22,350747.66,458964.29,827,1493,Avanti/Pipeline
5,2018,5,5,464415.61,-5486.67,458928.94,568489.11,849,1510,Avanti/Pipeline
6,2018,6,5,858066.32,99187.52,957253.84,1124322.53,828,1512,Avanti/Pipeline
7,2018,7,5,304564.89,125764.54,430329.43,538157.44,828,1512,Avanti/Pipeline
8,2018,8,5,540859.38,22169.69,563029.07,671989.79,848,1514,Avanti/Pipeline
9,2018,9,5,270861.89,91989.75,362851.64,568523.78,825,1512,Avanti/Pipeline
10,2018,10,5,778938.11,136639.66,915577.77,1018874.92,789,1472,Avanti/Pipeline
11,2018,11,5,350433.09,16273.22,366706.31,470066.2,799,1472,Avanti/Pipeline
12,2018,12,5,508653.17,148909.68,657562.85,692857.76,789,1434,Avanti/Pipeline
1,2019,1,6,736782.91,81937.85,818720.76,924838.54,796,1417,Avanti/Pipeline
2,2019,2,6,275975.75,17410.15,293385.9,400665.68,800,1473,Avanti/Pipeline
3,2019,3,6,616749.62,97841.75,714591.37,964884.21,798,1316,Avanti/Pipeline
4,2019,4,6,263051.48,98389.4,361440.88,468933.91,794,1347,Avanti/Pipeline
5,2019,5,6,511649.86,44309.38,555959.24,662382.73,787,1328,Avanti/Pipeline
6,2019,6,6,773322.81,109373.42,882696.23,1086273.9,799,1321,Avanti/Pipeline
7,2019,7,6,303186.38,172860.59,476046.97,583479.68,798,1325,Avanti/Pipeline
8,2019,8,6,467342.26,50881.82,518224.08,624820.45,794,1324,Avanti/Pipeline
9,2019,9,6,437148.33,128798,565946.33,548601.61,790,1288,Avanti/Pipeline
10,2019,10,6,409693.06,99751.54,509444.6,614466.06,784,1288,Avanti/Pipeline
11,2019,11,6,321002.33,80611.52,401613.85,508491.71,795,1296,Avanti/Pipeline
12,2019,12,6,276023.46,140876.72,416900.18,386879.71,800,1299,Avanti/Pipeline
1,2020,1,7,720730.2,116959.07,837689.27,965286.73,821,1310,Avanti/Pipeline
2,2020,2,7,310775.17,45279.5,356054.67,481003.76,807,1300,Avanti/Pipeline
3,2020,3,7,396632.55,101669.29,498301.84,544164.09,798,1383,Avanti/Pipeline
4,2020,4,7,327653.1,94995.76,422648.86,547885.57,807,1307,Avanti/Pipeline
5,2020,5,7,357094.29,40310.57,397404.86,523381.56,810,1305,Avanti/Pipeline
6,2020,6,7,489495.22,150472.56,639967.78,793443.03,799,1329,Avanti/Pipeline
7,2020,7,7,296434.5,96771.67,393206.17,516709.26,796,1311,Avanti/Pipeline
8,2020,8,7,232212.21,31169.15,263381.36,386051.92,788,1291,Avanti/Pipeline
9,2020,9,7,321229.66,78417.5,399647.16,683943.68,777,1272,Avanti/Pipeline
10,2020,10,7,281669.57,77465.46,359135.03,478745.44,765,1265,Avanti/Pipeline
11,2020,11,7,258192.26,89018.3,347210.56,464111.48,754,1250,Avanti/Pipeline
12,2020,12,7,324742.4,101902.53,426644.93,383337.47,772,1250,Avanti/Pipeline
1,2021,1,8,339261.3,96583.1,435844.4,602665.22,811,1250,Avanti/Pipeline
2,2021,2,8,321338.45,28955.64,350294.09,516354.63,800,1311,Avanti/Pipeline
3,2021,3,8,509198.41,76128.01,585326.42,748617.12,783,1293,Avanti/Pipeline
4,2021,4,8,421183.63,93873.52,515057.15,675922.77,771,1281,Avanti/Pipeline
5,2021,5,8,355702.62,65223.86,420926.48,583787.13,782,1267,Avanti/Pipeline
6,2021,6,8,668095.31,89786.3,757881.61,918962.28,773,1268,Avanti/Pipeline
7,2021,7,8,327677.5,76441.68,404119.18,565179.25,769,1264,Avanti/Pipeline
8,2021,8,8,623310.29,20026.67,643336.96,803561.44,765,1261,Avanti/Pipeline
9,2021,9,8,638449.84,78555.75,717005.59,876512.12,764,1265,Avanti/Pipeline
10,2021,10,8,465565.22,82267.37,547832.59,706072.68,757,1254,Avanti/Pipeline
11,2021,11,8,333792.45,66198.03,399990.48,558863.48,753,1241,Avanti/Pipeline
12,2021,12,8,517694.6,96260.51,613955.11,771882.07,749,1249,Avanti/Pipeline
1,2017,1,1,5311.7,37817.76,43129.46,509189.44,522,1089,Beverly Hospital
2,2017,2,1,179231.32,36249.07,215480.39,509189.44,522,1085,Beverly Hospital
3,2017,3,1,161446.19,61007.71,222453.9,510165.46,523,1089,Beverly Hospital
4,2017,4,1,239800.75,56292.31,296093.06,356630.66,519,1092,Beverly Hospital
5,2017,5,1,397398.59,43484.93,440883.52,462797.24,526,1083,Beverly Hospital
6,2017,6,1,284224.92,76874.52,361099.44,423544.14,536,1099,Beverly Hospital
7,2017,7,1,248553.49,52111.78,300665.27,362543.37,530,1107,Beverly Hospital
8,2017,8,1,350923.39,62752.71,413676.1,443270.45,542,1119,Beverly Hospital
9,2017,9,1,239414.31,62621.25,302035.56,317603.26,542,1109,Beverly Hospital
10,2017,10,1,228423.04,60711.66,289134.7,351903.2,538,1095,Beverly Hospital
11,2017,11,1,278288.45,46587.56,324876.01,341558.11,534,1091,Beverly Hospital
12,2017,12,1,283728.7,61988.38,345717.08,409045.28,545,1094,Beverly Hospital
1,2018,1,2,219722.27,43777.64,263499.91,328392.68,553,1121,Beverly Hospital
2,2018,2,2,344991.01,116627.07,461618.08,475796.49,550,1085,Beverly Hospital
3,2018,3,2,713867.27,97927.55,811794.82,876021.49,549,1091,Beverly Hospital
4,2018,4,2,288838.32,84415.61,373253.93,356730.99,558,1115,Beverly Hospital
5,2018,5,2,214398.44,50220.38,264618.82,277389.88,557,1115,Beverly Hospital
6,2018,6,2,378140.5,79615.97,457756.47,522184.32,553,1105,Beverly Hospital
7,2018,7,2,354511.2,37485.51,391996.71,454698.09,540,1074,Beverly Hospital
8,2018,8,2,382732.39,58687.63,441420.02,386666.3,532,1055,Beverly Hospital
9,2018,9,2,253205.98,44248.85,297454.83,358343.23,527,1020,Beverly Hospital
10,2018,10,2,579729.78,54227.42,633957.2,695291.93,532,1029,Beverly Hospital
11,2018,11,2,268517.67,80766.82,349284.49,357116.45,534,1033,Beverly Hospital
12,2018,12,2,324584.9,48190.82,372775.72,432291.01,517,1017,Beverly Hospital
1,2019,1,3,346640.02,54858.22,401498.24,427174.93,526,1038,Beverly Hospital
2,2019,2,3,190039.3,40781.53,230820.83,250579.59,515,1023,Beverly Hospital
3,2019,3,3,694694.9,83986.14,778681.04,837471.85,509,1013,Beverly Hospital
4,2019,4,3,255694.07,56527.02,312221.09,370411.79,504,1010,Beverly Hospital
5,2019,5,3,329974.14,66071.61,396045.75,260396.6,504,1016,Beverly Hospital
6,2019,6,3,244376.3,76024.26,320400.56,197149.11,508,1009,Beverly Hospital
7,2019,7,3,448671.97,40478.82,489150.79,545208.42,506,1006,Beverly Hospital
8,2019,8,3,325759,54690.94,380449.94,378324.33,505,982,Beverly Hospital
9,2019,9,3,287178.35,50946.93,338125.28,396011.4,505,976,Beverly Hospital
10,2019,10,3,213509.54,83444.75,296954.29,342222.9,505,994,Beverly Hospital
11,2019,11,3,428633.46,80289.57,508923.03,515194.99,499,995,Beverly Hospital
12,2019,12,3,445069.09,100099.76,545168.85,602322.77,507,1026,Beverly Hospital
1,2020,1,4,369831.19,69842.15,439673.34,490700.28,542,1073,Beverly Hospital
2,2020,2,4,256245.24,41437.85,297683.09,289896.8,541,1078,Beverly Hospital
3,2020,3,4,330652.02,71215.11,401867.13,463008.97,558,1089,Beverly Hospital
4,2020,4,4,189812.14,62587.28,252399.42,319515.32,551,1085,Beverly Hospital
5,2020,5,4,283009.43,54800.13,337809.56,334698.93,551,1078,Beverly Hospital
6,2020,6,4,409159.85,58556.57,467716.42,533358.09,538,1067,Beverly Hospital
7,2020,7,4,383081.03,86371.9,469452.93,467307.87,530,1050,Beverly Hospital
8,2020,8,4,393413.74,42352.23,435765.97,444692.74,521,1025,Beverly Hospital
9,2020,9,4,316993.3,70416.12,387409.42,449679,520,1018,Beverly Hospital
10,2020,10,4,312104.86,65178.06,377282.92,264286.69,520,1012,Beverly Hospital
11,2020,11,4,449130.64,35404.31,484534.95,451864.37,520,1002,Beverly Hospital
12,2020,12,4,373602.01,50353.49,423955.5,487795.83,527,1009,Beverly Hospital
1,2021,1,5,263297.92,77368.52,340666.44,413508.0429,528,1043,Beverly Hospital
2,2021,2,5,294580.08,71317.95,365898.03,302253.8733,522,999,Beverly Hospital
3,2021,3,5,231333.19,60683.25,292016.44,372358.6033,513,983,Beverly Hospital
4,2021,4,5,646721.43,90352.63,737074.06,767609.0533,510,985,Beverly Hospital
5,2021,5,5,246371,61563.74,307934.74,401609.9433,512,983,Beverly Hospital
6,2021,6,5,293177.55,54058.02,347235.57,403861.0833,514,986,Beverly Hospital
7,2021,7,5,434094,77994.42,512088.42,622717.8433,519,996,Beverly Hospital
8,2021,8,5,395671.59,43900.67,439572.26,387009.2233,516,1004,Beverly Hospital
9,2021,9,5,440317.8,45085.01,485402.81,511011.1433,517,994,Beverly Hospital
10,2021,10,5,608468.37,76435.05,684903.42,671687.6033,508,1002,Beverly Hospital
11,2021,11,5,543898.87,47639.59,591538.46,519323.7033,501,977,Beverly Hospital
12,2021,12,5,537786.51,60674.76,598461.27,578233.7333,494,942,Beverly Hospital
1,2022,1,6,418324.77,56768.7,475093.47,501877.6733,505,962,Beverly Hospital
2,2022,2,6,225223.02,43285.56,268508.58,264049.0833,479,941,Beverly Hospital
3,2022,3,6,278261.01,50326.14,328587.15,405683.7633,474,921,Beverly Hospital
4,2022,4,6,304208.42,69958.11,374166.53,452730.8633,466,908,Beverly Hospital
5,2022,5,6,240551.88,47865.31,288417.19,309910.8433,462,892,Beverly Hospital
6,2022,6,6,358995.54,0,358995.54,436187.04,454,898,Beverly Hospital
1,2018,1,1,264570.07,124155.7,388725.77,401584.86,998,2084,CHA Hollywood Pres
2,2018,2,1,366541.42,117266.18,483807.6,530508.33,1009,2110,CHA Hollywood Pres
3,2018,3,1,385865.84,131999.63,517865.47,564704,1011,2111,CHA Hollywood Pres
4,2018,4,1,264828.37,108335.64,373164.01,376292.1,1008,2089,CHA Hollywood Pres
5,2018,5,1,111670.19,106603.45,218273.64,265185.88,1011,2088,CHA Hollywood Pres
6,2018,6,1,326263.65,132688.09,458951.74,505918.38,1009,2075,CHA Hollywood Pres
7,2018,7,1,207456.61,85106.29,292562.9,297259.83,1009,2075,CHA Hollywood Pres
8,2018,8,1,401803.02,154833.95,556636.97,602400.8,1005,2076,CHA Hollywood Pres
9,2018,9,1,666657.73,90910.14,757567.87,805087.99,1000,2066,CHA Hollywood Pres
10,2018,10,1,387532.15,130393.63,517925.78,528017.54,991,2042,CHA Hollywood Pres
11,2018,11,1,366867.08,126813.71,493680.79,539829.3,990,2045,CHA Hollywood Pres
12,2018,12,1,452586.24,122712.51,575298.75,621352.27,987,2040,CHA Hollywood Pres
1,2019,1,2,183404.43,85855.07,269259.5,325303.79,976,2057,CHA Hollywood Pres
2,2019,2,2,490494.97,83783.79,574278.76,668194.76,1010,2060,CHA Hollywood Pres
3,2019,3,2,264381.73,107005.19,371386.92,464801.92,1004,2072,CHA Hollywood Pres
4,2019,4,2,428797.44,76948,505745.44,555106.14,1010,2040,CHA Hollywood Pres
5,2019,5,2,447719.22,118077.28,565796.5,657478.5,987,2023,CHA Hollywood Pres
